Unnamed: 0,nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,enrollment,observational_model,intervention_model,time_perspective,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
2136,NCT03249012,hypoparathyroidism,Comparing the Quality of Life Associated With Empiric Calcium Repletion and Parathormone (PTH) Based Calcium Repletion for Post Thyroidectomy Hypoparathyroidism,Quality of Life Related to Different Treatment Protocols for Post-thyroidectomy Hypoparathyroidism,Hypoparathyroidism Postprocedural|Quality of Life,2017-08-09,2022-09-01,2022-09-01,120.0,,Parallel Assignment,,Interventional,Recruiting,Not Applicable,CHU de Quebec-Universite Laval,CHU de Quebec-Universite Laval,CHU de Quebec,Other|Other,Canada,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03249012
2137,NCT03257566,hypothyroidism,Risk Factors of Incidence of Hypothyroidism in Patients With Type 1 Diabetes,Hypothyroidism in Patients With Type 1 Diabetes,Hypothyroidism,2017-08-15,2019-07-31,2019-09-30,300.0,Case-Control,,Cross-Sectional,Observational,Unknown status,,Assiut University,Assiut University,,,,8.0,15.0,[0-17],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT03257566
2138,NCT03257930,thyroid neoplasms,Percutaneous Ethanol Injection for Benign Cystic Thyroid Nodules,Percutaneous Ethanol Injection for Benign Cystic Thyroid Nodules,Thyroid Nodule,2017-08-17,2018-07-11,2019-01-01,1.0,,Single Group Assignment,,Interventional,Completed,Phase 1,Assiut University,hassan harby mohamed,Assiut University,Drug,Egypt,15.0,60.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03257930
2139,NCT03257930,thyroid nodule,Percutaneous Ethanol Injection for Benign Cystic Thyroid Nodules,Percutaneous Ethanol Injection for Benign Cystic Thyroid Nodules,Thyroid Nodule,2017-08-17,2018-07-11,2019-01-01,1.0,,Single Group Assignment,,Interventional,Completed,Phase 1,Assiut University,hassan harby mohamed,Assiut University,Drug,Egypt,15.0,60.0,[0-17]|[18-65],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03257930
2140,NCT03268785,hypoparathyroidism,Intra-operative Rapid Identification of Lymph Node and Parathyroid by Fine Needle Puncture for Thyroid Carcinoma,Intra-operative Rapid Identification of Lymph Node and Parathyroid,Hypocalcemia|Hypoparathyroidism Postprocedural|Parathyroid; Absent|Thyroid Cancer,2017-08-28,2018-08-01,2020-08-01,200.0,,Sequential Assignment,,Interventional,Unknown status,Not Applicable,Xijing Hospital,Xijing Hospital,Xijing hospital|Xijing Hospital,Diagnostic Test,China,18.0,60.0,[18-65],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03268785
2142,NCT03268785,thyroid neoplasms,Intra-operative Rapid Identification of Lymph Node and Parathyroid by Fine Needle Puncture for Thyroid Carcinoma,Intra-operative Rapid Identification of Lymph Node and Parathyroid,Hypocalcemia|Hypoparathyroidism Postprocedural|Parathyroid; Absent|Thyroid Cancer,2017-08-28,2018-08-01,2020-08-01,200.0,,Sequential Assignment,,Interventional,Unknown status,Not Applicable,Xijing Hospital,Xijing Hospital,Xijing hospital|Xijing Hospital,Diagnostic Test,China,18.0,60.0,[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03268785
2143,NCT03271892,"thyroid cancer, papillary",Deciding on Active Surveillance as an Alternative Option to Surgery in the Primary Management of Low Risk Papillary Thyroid Cancer,Deciding on Active Surveillance or Surgery for Primary Management of Low Risk Papillary Thyroid Cancer,Thyroid Cancer Stage I,2017-08-28,2026-05-11,2026-12-31,200.0,Cohort,,Prospective,Observational,Recruiting,,"University Health Network, Toronto","Canadian Cancer Society (CCS)|Ontario Ministry of Health and Long Term Care|University Health Network, Toronto",University Health Network|University Health Network,,Canada,18.0,100.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT03271892
2145,NCT03274258,thyroid neoplasms,Phase II Trial of Nivolumab Plus Ipilimumab in Patients With Renal Medullary Carcinoma,Phase II Trial of Nivolumab Plus Ipilimumab in Patients With Renal Medullary Carcinoma,Kidney Medullary Carcinoma|Loss of INI 1 Protein Expression|Stage III Renal Cell Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8,2017-09-05,2022-07-31,2023-07-31,10.0,,Single Group Assignment,,Interventional,Active not recruiting,Phase 2,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),M D Anderson Cancer Center,Biological|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03274258
2146,NCT03278964,graves disease,"Comparative Morphometric, Functional and Psychosocial Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy",Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy,Graves Ophthalmopathy,2017-09-04,2019-01-31,2019-01-31,42.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,Procedure,Brazil,21.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT03278964
2147,NCT03278964,graves ophthalmopathy,"Comparative Morphometric, Functional and Psychosocial Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy",Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy,Graves Ophthalmopathy,2017-09-04,2019-01-31,2019-01-31,42.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,Procedure,Brazil,21.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT03278964
2148,NCT03278964,goiter,"Comparative Morphometric, Functional and Psychosocial Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy",Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy,Graves Ophthalmopathy,2017-09-04,2019-01-31,2019-01-31,42.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,Procedure,Brazil,21.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT03278964
2149,NCT03278964,hyperthyroidism,"Comparative Morphometric, Functional and Psychosocial Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy",Analysis Between the Results of Two Surgical Techniques of Orbital Decompression in Patients With Graves Orbitopathy,Graves Ophthalmopathy,2017-09-04,2019-01-31,2019-01-31,42.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,University of Sao Paulo General Hospital,Procedure,Brazil,21.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT03278964
2151,NCT03280264,parathyroid neoplasms,An Intra-Subject Dose-Adjustment Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism Who Are Unable to Undergo Parathyroidectomy or Relapse After Parathyroidectomy,Phase 3 Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism,Parathyroid Carcinoma|Primary Hyperparathyroidism,2017-09-07,2019-04-09,2019-04-09,18.0,,Single Group Assignment,,Interventional,Completed,Phase 3,"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.",Osaka City University Hospital,Drug,Japan,20.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03280264
2153,NCT03280264,hyperparathyroidism,An Intra-Subject Dose-Adjustment Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism Who Are Unable to Undergo Parathyroidectomy or Relapse After Parathyroidectomy,Phase 3 Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism,Parathyroid Carcinoma|Primary Hyperparathyroidism,2017-09-07,2019-04-09,2019-04-09,18.0,,Single Group Assignment,,Interventional,Completed,Phase 3,"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.",Osaka City University Hospital,Drug,Japan,20.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03280264
2155,NCT03283098,hyperparathyroidism,"A Phase 1, Multiple Dose, Randomized, Double-blind, Placebo-controlled Study to Evaluate Pharmacokinetics, Safety and Tolerability of AMG 416 Administered Intravenously to Chinese Subjects With Chronic Kidney Disease on Hemodialysis","A Phase 1 Study to Evaluate PK, Safety and Tolerability of AMG 416",Secondary Hyperparathyroidism,2017-08-31,2019-02-04,2019-02-04,33.0,,Parallel Assignment,,Interventional,Completed,Phase 1,Amgen,Amgen,Research Site|Research Site|Research Site|Research Site|Research Site,Drug|Drug,China,18.0,70.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03283098
2157,NCT03284060,hypoparathyroidism,Social Cognition Training and Cognitive Remediation : a New Tool for 22q11.2 Deletion Syndrome,Social Cognition Training and Cognitive Remediation,22q11.2 Deletion Syndrome,2017-09-13,2018-03-09,2019-05-21,3.0,,Single Group Assignment,,Interventional,Terminated,Not Applicable,Hôpital le Vinatier,Hôpital le Vinatier,Hopital Vinatier,Behavioral,France,5.0,13.0,[0-17],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03284060
2159,NCT03285230,thyroid neoplasms,The French E3N Prospective Cohort Study (Etude Epidémiologique auprès de Femmes de la Mutuelle Générale de l'Education Nationale),The French E3N Prospective Cohort Study,Asthma|Breast Cancer|Cardiovascular Diseases|Colo-rectal Cancer|Crohn Disease|Depression|Diabetes|Endometrial Cancer|Endometriosis|Hypertension|Inflammatory Bowel Diseases|Melanoma|Parkinson Disease|Thyroid Cancer,2017-07-27,1991-11-15,2025-12-15,100000.0,Cohort,,Prospective,Observational,Active not recruiting,,"Institut National de la Santé Et de la Recherche Médicale, France","Gustave Roussy, Cancer Campus, Grand Paris|Institut National de la Santé Et de la Recherche Médicale, France|Ligue contre le cancer, France|Université Paris-Sud",,,,40.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03285230
2162,NCT03285854,hyperparathyroidism,Assessing Calcium Balance in Children With Chronic Kidney Disease to Optimise Treatment Strategies,Calcium Balance Studies in Children With CKD and on Dialysis,Chronic Kidney Disease Mineral and Bone Disorder,2017-09-12,2021-12-30,2022-12-30,120.0,Case-Control,,Prospective,Observational,Active not recruiting,,Great Ormond Street Hospital for Children NHS Foundation Trust,"Athens General Children's Hospital ""Pan. & Aglaia Kyriakou""|Cukurova University|Great Ormond Street Hospital for Children NHS Foundation Trust|University of Kiel",Great Ormond Street Hospital for Children NHS Foundation Trust,Diagnostic Test,United Kingdom,0.0,18.0,[0-17]|[18-65],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT03285854
2165,NCT03289403,"thyroiditis, autoimmune",The Role of Immunomodulatory Treatment in Success of ICSI in Patients Who Have Infertility With Autoimmune Thyroiditis,The Role of Immunomodulatory Treatment in Success of ICSI in Patients With Autoimmune Thyroiditis,Autoimmune Thyroiditis|Infertility,2017-09-17,2019-09-15,2019-10-20,100.0,,Parallel Assignment,,Interventional,Completed,Phase 2,Aljazeera Hospital,Aljazeera Hospital,Aljazeera (Al Gazeera) hospital,Drug|Drug,Egypt,18.0,35.0,[18-65],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT03289403
2166,NCT03294005,thyroid neoplasms,Clinical Prediction Thyroid Cancer With Thyroid Ultrasonography,Clinical Prediction Thyroid Cancer With Thyroid Ultrasonography,Thyroid Cancer,2017-09-22,2020-06-30,2020-06-30,1949.0,Other,,Retrospective,Observational,Completed,,China Medical University Hospital,China Medical University Hospital,China Medical University Hospital,Diagnostic Test,Taiwan,20.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03294005
2167,NCT03295955,thyroid neoplasms,Comparing Efficacy of Postoperative Antibiotic Use in Transoral Thyroidectomy: a Prospective Randomized Controlled Trial Study,Comparing Efficacy of Postoperative Oral Antibiotic Use in Trans-Oral Thyroidectomy,Surgical Wound Infection|Thyroid Nodule,2017-09-20,2018-09-03,2018-12-03,50.0,,Parallel Assignment,,Interventional,Unknown status,Not Applicable,Seoul National University Hospital,Seoul National University Hospital,Jin Wook Yi,Drug,"Korea, Republic of",20.0,70.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03295955
2168,NCT03295955,thyroid nodule,Comparing Efficacy of Postoperative Antibiotic Use in Transoral Thyroidectomy: a Prospective Randomized Controlled Trial Study,Comparing Efficacy of Postoperative Oral Antibiotic Use in Trans-Oral Thyroidectomy,Surgical Wound Infection|Thyroid Nodule,2017-09-20,2018-09-03,2018-12-03,50.0,,Parallel Assignment,,Interventional,Unknown status,Not Applicable,Seoul National University Hospital,Seoul National University Hospital,Jin Wook Yi,Drug,"Korea, Republic of",20.0,70.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03295955
2169,NCT03298867,goiter,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease","Treatment of Graves' Orbitopathy (Thyroid Eye Disease) to Reduce Proptosis With Teprotumumab Infusions in a Randomized, Placebo-Controlled, Clinical Study",Graves' Orbitopathy|Thyroid Eye Disease,2017-09-27,2019-02-13,2020-11-30,83.0,,Parallel Assignment,,Interventional,Completed,Phase 3,"Horizon Pharma USA, Inc.","Horizon Pharma USA, Inc.","Macro, Llc|Cedars-Sinai Medical Center|The Lennar Foundation Medical|Bascom Palmer Eye Institute|Kellogg Eye Center at University of Michigan|Casey Eye Institute at Oregon Health and Science University|Hamilton Eye Institute at University of Tennessee Health Science Center|Eye Wellness Center|Medical College of Wisconsin, The Eye Institute|University Hospital Essen, Department of Ophthalmology|Johannes Gutenberg University Medical Center|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico|University of Pisa, Department of Clinical and Experimental Medicine|University of Pisa,Department of Clinical and Experimental Medicine, Endocrinology Unit",Biological|Other,Germany|Italy|United States,18.0,80.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT03298867
2170,NCT03298867,graves ophthalmopathy,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease","Treatment of Graves' Orbitopathy (Thyroid Eye Disease) to Reduce Proptosis With Teprotumumab Infusions in a Randomized, Placebo-Controlled, Clinical Study",Graves' Orbitopathy|Thyroid Eye Disease,2017-09-27,2019-02-13,2020-11-30,83.0,,Parallel Assignment,,Interventional,Completed,Phase 3,"Horizon Pharma USA, Inc.","Horizon Pharma USA, Inc.","Macro, Llc|Cedars-Sinai Medical Center|The Lennar Foundation Medical|Bascom Palmer Eye Institute|Kellogg Eye Center at University of Michigan|Casey Eye Institute at Oregon Health and Science University|Hamilton Eye Institute at University of Tennessee Health Science Center|Eye Wellness Center|Medical College of Wisconsin, The Eye Institute|University Hospital Essen, Department of Ophthalmology|Johannes Gutenberg University Medical Center|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico|University of Pisa, Department of Clinical and Experimental Medicine|University of Pisa,Department of Clinical and Experimental Medicine, Endocrinology Unit",Biological|Other,Germany|Italy|United States,18.0,80.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT03298867
2171,NCT03298867,graves disease,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease","Treatment of Graves' Orbitopathy (Thyroid Eye Disease) to Reduce Proptosis With Teprotumumab Infusions in a Randomized, Placebo-Controlled, Clinical Study",Graves' Orbitopathy|Thyroid Eye Disease,2017-09-27,2019-02-13,2020-11-30,83.0,,Parallel Assignment,,Interventional,Completed,Phase 3,"Horizon Pharma USA, Inc.","Horizon Pharma USA, Inc.","Macro, Llc|Cedars-Sinai Medical Center|The Lennar Foundation Medical|Bascom Palmer Eye Institute|Kellogg Eye Center at University of Michigan|Casey Eye Institute at Oregon Health and Science University|Hamilton Eye Institute at University of Tennessee Health Science Center|Eye Wellness Center|Medical College of Wisconsin, The Eye Institute|University Hospital Essen, Department of Ophthalmology|Johannes Gutenberg University Medical Center|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico|University of Pisa, Department of Clinical and Experimental Medicine|University of Pisa,Department of Clinical and Experimental Medicine, Endocrinology Unit",Biological|Other,Germany|Italy|United States,18.0,80.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT03298867
2172,NCT03298867,hyperthyroidism,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease","Treatment of Graves' Orbitopathy (Thyroid Eye Disease) to Reduce Proptosis With Teprotumumab Infusions in a Randomized, Placebo-Controlled, Clinical Study",Graves' Orbitopathy|Thyroid Eye Disease,2017-09-27,2019-02-13,2020-11-30,83.0,,Parallel Assignment,,Interventional,Completed,Phase 3,"Horizon Pharma USA, Inc.","Horizon Pharma USA, Inc.","Macro, Llc|Cedars-Sinai Medical Center|The Lennar Foundation Medical|Bascom Palmer Eye Institute|Kellogg Eye Center at University of Michigan|Casey Eye Institute at Oregon Health and Science University|Hamilton Eye Institute at University of Tennessee Health Science Center|Eye Wellness Center|Medical College of Wisconsin, The Eye Institute|University Hospital Essen, Department of Ophthalmology|Johannes Gutenberg University Medical Center|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico|University of Pisa, Department of Clinical and Experimental Medicine|University of Pisa,Department of Clinical and Experimental Medicine, Endocrinology Unit",Biological|Other,Germany|Italy|United States,18.0,80.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT03298867
