,id,nct_id,agency_class,lead_or_collaborator,name,new_class
931,8119437,NCT03181100,NIH,collaborator,National Cancer Institute (NCI),Government Agency
932,8119446,NCT03180892,OTHER,lead,Samsung Medical Center,Health care Institution
933,8071989,NCT03590080,OTHER,lead,Medical University of Warsaw,University
934,7759602,NCT00336102,OTHER,lead,University of South Florida,University
935,7759603,NCT00336102,NIH,collaborator,National Cancer Institute (NCI),Government Agency
936,7808690,NCT00824226,OTHER,lead,University of Tartu,University
937,7760137,NCT00342641,NIH,lead,National Cancer Institute (NCI),Government Agency
938,7760023,NCT00341094,NIH,lead,National Cancer Institute (NCI),Government Agency
939,7760124,NCT00342407,NIH,lead,National Cancer Institute (NCI),Government Agency
940,7760125,NCT00342407,FED,collaborator,Centers for Disease Control and Prevention,Other
941,7760126,NCT00342407,FED,collaborator,National Institute for Occupational Safety and Health (NIOSH/CDC),Government Agency
942,7759936,NCT00339716,NIH,lead,National Cancer Institute (NCI),Government Agency
943,7760030,NCT00341185,NIH,lead,National Cancer Institute (NCI),Government Agency
944,7651864,NCT00701805,INDUSTRY,lead,Abbott,Other
945,7651865,NCT00701805,INDUSTRY,collaborator,"Abbott Japan Co.,Ltd",Industry
946,7760960,NCT00352170,OTHER,lead,Creighton University,University
947,7760599,NCT00348413,OTHER_GOV,lead,Singapore National Eye Centre,Other
948,7760600,NCT00348413,OTHER,collaborator,International Stem Cell Forum,Other
949,7651940,NCT00704730,INDUSTRY,lead,Exelixis,Other
950,7760961,NCT00352170,INDUSTRY,collaborator,GlaxoSmithKline,Other
951,7761921,NCT00364234,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
952,7761152,NCT00354523,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
953,7761153,NCT00354523,INDUSTRY,collaborator,Novartis Pharmaceuticals,Other
954,7761306,NCT00356512,NIH,lead,National Institute of Dental and Craniofacial Research (NIDCR),Government Agency
955,7652370,NCT00718770,OTHER,lead,"University of Colorado, Denver",University
956,7652371,NCT00718770,OTHER,collaborator,"American Cancer Society, Inc.",Industry
957,7652372,NCT00718770,INDUSTRY,collaborator,Eisai Inc.,Industry
958,7652402,NCT00719615,OTHER,lead,University of Nebraska,University
959,7761541,NCT00359385,OTHER,lead,Columbia University,University
960,7761542,NCT00359385,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
961,8119898,NCT03176485,OTHER,lead,University of Arizona,University
962,7761586,NCT00360074,OTHER,lead,University Hospital Freiburg,Health care Institution
963,7802422,NCT00743782,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
964,7762643,NCT00373711,OTHER,lead,Stanford University,University
965,7762740,NCT00374595,OTHER,lead,University of Nebraska,University
966,7762741,NCT00374595,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
967,7762752,NCT00374712,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
968,7762753,NCT00374712,OTHER_GOV,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France",Other
969,7652688,NCT00729157,NIH,lead,National Cancer Institute (NCI),Government Agency
970,7764498,NCT00395902,INDUSTRY,lead,Amgen,Other
971,7652802,NCT00732615,INDUSTRY,lead,Shire,Other
972,7802483,NCT00744302,OTHER,lead,Sun Yat-sen University,University
973,7763708,NCT00385983,OTHER,lead,Brazilian Society of Head and Neck Surgery,Other
974,7763709,NCT00385983,INDUSTRY,collaborator,Johnson & Johnson,Other
975,8073053,NCT03577951,OTHER,lead,Fujian Medical University,University
976,7764852,NCT00400465,OTHER,lead,Khon Kaen University,University
977,7764604,NCT00397475,OTHER,lead,"University Hospital, Saarland",Health care Institution
978,7653399,NCT00754442,OTHER,lead,"University of Maryland, Baltimore",University
979,7802778,NCT00747760,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
980,7802779,NCT00747760,NIH,collaborator,National Institutes of Health (NIH),Government Agency
981,7765090,NCT00403598,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
982,7765091,NCT00403598,OTHER,collaborator,Ben-Gurion University of the Negev,University
983,7765250,NCT00405405,OTHER,lead,Sidney Kimmel Cancer Center at Thomas Jefferson University,Health care Institution
984,7765251,NCT00405405,INDUSTRY,collaborator,"Genentech, Inc.",Industry
985,7802939,NCT00749697,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
986,7767400,NCT00432939,OTHER,lead,Columbia University,University
987,7766664,NCT00424151,INDIV,lead,"Silkiss, Rona Z., M.D., FACS",Other
988,7766665,NCT00424151,UNKNOWN,collaborator,"Lauer, Simeon, M.D.",Other
989,7766666,NCT00424151,UNKNOWN,collaborator,"Reier, Alice M.D.",Other
990,7766667,NCT00424151,UNKNOWN,collaborator,"Coleman, Morton M.D.",Other
991,7767206,NCT00430547,OTHER_GOV,lead,Barwon Health,Other
992,7767207,NCT00430547,OTHER,collaborator,University of Melbourne,University
993,7767208,NCT00430547,OTHER,collaborator,"National Health and Medical Research Council, Australia",Other
994,7767338,NCT00432146,OTHER,lead,Istanbul University,University
995,7765974,NCT00415233,OTHER,lead,"University College, London",University
996,7766006,NCT00415584,OTHER,lead,Montefiore Medical Center,Health care Institution
997,7766252,NCT00418600,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
998,7803124,NCT00752401,OTHER,lead,Medical University of Vienna,University
999,8073446,NCT03574051,OTHER,lead,First Affiliated Hospital of Harbin Medical University,Health care Institution
1000,7803268,NCT00754182,OTHER,lead,Azienda Ospedaliero-Universitaria di Modena,Health care Institution
1001,7767401,NCT00432939,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
1002,7767657,NCT00435851,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
1003,7767658,NCT00435851,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
1004,7767820,NCT00437931,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
1005,7767956,NCT00439478,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
1006,8073849,NCT03569787,OTHER,lead,University Hospitals Coventry and Warwickshire NHS Trust,Health care Institution
1007,7768481,NCT00446329,OTHER,lead,Papageorgiou General Hospital,Health care Institution
1008,7768916,NCT00451880,INDUSTRY,lead,Exelixis,Other
1009,7767937,NCT00439127,OTHER,lead,Oncology Institute of Southern Switzerland,Other
1010,8120463,NCT03170804,OTHER,lead,Aventura Hospital and Medical Center,Health care Institution
1011,7768932,NCT00452049,OTHER,lead,Universitaire Ziekenhuizen Leuven,Other
1012,7769075,NCT00454077,OTHER,lead,University of Siena,University
1013,7769088,NCT00454350,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
1014,7770210,NCT00467506,OTHER,lead,Nantes University Hospital,Health care Institution
1015,7654265,NCT00784303,INDUSTRY,lead,Eisai Inc.,Industry
1016,7769545,NCT00459459,OTHER,lead,National Taiwan University Hospital,Health care Institution
1017,7769549,NCT00459498,OTHER,lead,University of Sao Paulo,University
1018,7769550,NCT00459498,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
1019,7769824,NCT00463021,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
1020,7654812,NCT00803712,INDUSTRY,lead,Amgen,Other
1021,7673209,NCT01414114,INDUSTRY,lead,KAI Pharmaceuticals,Other
1022,8120767,NCT03167385,OTHER,lead,Tianjin Medical University Cancer Institute and Hospital,Health care Institution
1023,7770362,NCT00469599,OTHER,lead,Zealand University Hospital,Health care Institution
1024,7770518,NCT00471458,OTHER,lead,Tampere University,University
1025,8074142,NCT03566537,OTHER,lead,Aristotle University Of Thessaloniki,University
1026,7770448,NCT00470496,OTHER,lead,Roswell Park Cancer Institute,Other
1027,7770449,NCT00470496,NIH,collaborator,National Cancer Institute (NCI),Government Agency
1028,7771293,NCT00480428,NIH,lead,National Cancer Institute (NCI),Government Agency
1029,8074230,NCT03565536,OTHER,lead,Fujian Medical University,University
1030,7772740,NCT00498238,OTHER_GOV,lead,Assaf-Harofeh Medical Center,Health care Institution
1031,7772291,NCT00493103,OTHER,lead,University of Sao Paulo,University
1032,7772292,NCT00493103,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
1033,8125873,NCT03123406,INDUSTRY,lead,"Kyowa Hakko Kirin China Pharmaceutical Co., LTD.",Industry
1034,7772676,NCT00497484,OTHER,lead,University of Milan,University
1035,7772677,NCT00497484,INDUSTRY,collaborator,Eli Lilly and Company,Other
1036,7772684,NCT00497575,OTHER,lead,Zhejiang University,University
1037,7804425,NCT00770016,OTHER,lead,University of Aarhus,University
1038,7772953,NCT00501215,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
1039,7804426,NCT00770016,UNKNOWN,collaborator,"MR Research Center, Skejby Sygehus, Brendstrupgaardsvej 100, 8200 Aarhus N",Other
1040,7773308,NCT00505479,OTHER,lead,Zhejiang University,University
1041,7773257,NCT00505011,OTHER,lead,"University of Campinas, Brazil",University
1042,7773258,NCT00505011,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
1043,7773708,NCT00510640,OTHER,lead,"University Hospital, Bordeaux",Health care Institution
1044,7773485,NCT00507897,OTHER,lead,Yaroslavl State Medical Academy,Other
1045,7773597,NCT00509483,OTHER,lead,University of Sao Paulo,University
1046,7773598,NCT00509483,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
1047,7773709,NCT00510640,INDUSTRY,collaborator,Pfizer,Other
1048,7773913,NCT00513032,OTHER,lead,"University Hospital, Geneva",Health care Institution
1049,7774712,NCT00522028,OTHER,lead,Oslo University Hospital,Health care Institution
1050,7655804,NCT04623801,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
1051,7774713,NCT00522028,OTHER,collaborator,Rikshospitalet University Hospital,Health care Institution
1052,7774714,NCT00522028,OTHER,collaborator,Göteborg University,University
1053,7774715,NCT00522028,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
1054,7774716,NCT00522028,OTHER,collaborator,Karolinska University Hospital,Health care Institution
1055,7774717,NCT00522028,OTHER,collaborator,Uppsala University Hospital,Health care Institution
1056,7774718,NCT00522028,OTHER,collaborator,Haukeland University Hospital,Health care Institution
1057,7774719,NCT00522028,OTHER,collaborator,St. Olavs Hospital,Health care Institution
1058,7774973,NCT00525122,OTHER_GOV,lead,"Medisch Centrum Rijnmond-Zuid, Netherlands",Other
1059,7774910,NCT00524238,OTHER,lead,University of Aarhus,University
1060,7775129,NCT00527085,INDUSTRY,lead,Amgen,Other
1061,7775145,NCT00527267,INDUSTRY,lead,Amgen,Other
1062,7775481,NCT00531713,OTHER,lead,Copenhagen University Hospital at Herlev,Health care Institution
1063,7775241,NCT00528502,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
1064,7805328,NCT00782366,OTHER,lead,Mayo Clinic,Health care Institution
1065,7776832,NCT03157128,INDUSTRY,lead,"Loxo Oncology, Inc.",Industry
1066,7776833,NCT03157128,INDUSTRY,collaborator,Eli Lilly and Company,Other
1067,8075157,NCT03555487,OTHER,lead,National Taiwan University Hospital,Health care Institution
1068,7805248,NCT00781417,FED,lead,Atlanta VA Medical Center,Health care Institution
1069,7805249,NCT00781417,OTHER,collaborator,Emory University,University
1070,7776282,NCT04583735,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
1071,7777368,NCT00535561,OTHER,lead,Duzce University,University
1072,7805462,NCT00784173,OTHER,lead,Pontificia Universidade Catolica de Sao Paulo,University
1073,7777571,NCT00537797,OTHER,lead,Washington University School of Medicine,University
1074,7777649,NCT00538720,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
1075,8121392,NCT03160482,OTHER,lead,Robert Day,Other
1076,7656463,NCT00823303,OTHER,lead,Washington University School of Medicine,University
1077,7656464,NCT00823303,OTHER,collaborator,Henry Ford Hospital,Health care Institution
1078,7656465,NCT00823303,OTHER,collaborator,"Feinberg School of Medicine, Northwestern University",University
1079,7656467,NCT00823303,INDUSTRY,collaborator,Abbott,Other
1080,7656466,NCT00823303,OTHER,collaborator,NorthShore University HealthSystem,University
1081,7656608,NCT00828347,OTHER,lead,Kumamoto University,University
1082,7778784,NCT00552487,OTHER,lead,University of Wuerzburg,University
1083,7778693,NCT00551486,OTHER,lead,Chungnam National University,Health care Institution
1084,8121446,NCT03160274,OTHER,lead,The University of Texas Health Science Center at San Antonio,University
1085,8121447,NCT03160274,NIH,collaborator,National Institute of General Medical Sciences (NIGMS),Government Agency
1086,7778759,NCT00552253,OTHER,lead,National Taiwan University Hospital,Health care Institution
1087,8075956,NCT03547648,OTHER,lead,Istanbul University,University
1088,7805677,NCT00786552,OTHER,lead,University Hospital Schleswig-Holstein,Health care Institution
1089,7779127,NCT00556530,OTHER,lead,Albert Einstein College of Medicine,Other
1090,7779128,NCT00556530,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
1091,7779427,NCT00560300,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
1092,7781143,NCT00580320,OTHER,lead,Virginia Commonwealth University,University
1093,7780250,NCT00569920,OTHER_GOV,lead,Sykehuset Telemark,Other
1094,8121553,NCT03158961,OTHER,lead,The University of Hong Kong,University
1095,7780525,NCT00573573,OTHER,lead,GAAD Medical Research Institute Inc.,Industry
1096,7780145,NCT00568438,OTHER,lead,Stanford University,University
1097,7780339,NCT00571077,OTHER,lead,Hadassah Medical Organization,Other
1098,7780340,NCT00571077,FED,collaborator,Walter Reed Army Medical Center,Health care Institution
1099,7780341,NCT00571090,OTHER,lead,Istanbul Science University,University
1100,7780342,NCT00571090,OTHER,collaborator,Group Florence Nightingale,Other
1101,8076305,NCT03543891,OTHER,lead,First Affiliated Hospital of Harbin Medical University,Health care Institution
1102,7781967,NCT00591032,OTHER,lead,Ruhr University of Bochum,Health care Institution
1103,7781776,NCT00588432,OTHER,lead,Mayo Clinic,Health care Institution
1104,7806159,NCT00792857,INDUSTRY,lead,"OPKO IP Holdings II, Inc.",Industry
1105,7781968,NCT00591032,UNKNOWN,collaborator,Wissenschaftskommission des Universitaetsklinikums Bergmannsheil,Other
1106,7781969,NCT00591032,UNKNOWN,collaborator,Private Sponsor (Chantal C. Guilhemotonia-Urban),Other
1107,7806228,NCT00793689,OTHER,lead,Aristotle University Of Thessaloniki,University
1108,7806229,NCT00793689,OTHER,collaborator,AHEPA University Hospital,Health care Institution
1109,7806260,NCT00794053,OTHER,lead,University of Alexandria,University
1110,7782559,NCT00598364,OTHER,lead,OHSU Knight Cancer Institute,Other
1111,7658357,NCT00891813,INDUSTRY,lead,Abbott,Other
1112,7658481,NCT00896454,INDUSTRY,lead,Amgen,Other
1113,7782825,NCT00601328,INDUSTRY,lead,Roxane Laboratories,Other
1114,7783022,NCT00604318,OTHER,lead,Copenhagen University Hospital at Herlev,Health care Institution
1115,7783023,NCT00604318,OTHER,collaborator,Odense University Hospital,Health care Institution
1116,7806376,NCT00795782,OTHER,lead,Samsung Medical Center,Health care Institution
1117,7784521,NCT03960554,OTHER,lead,"Thomas Nickolas, MD MS",Other
1118,8121714,NCT03157466,OTHER,lead,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Other
1119,7806462,NCT00796913,OTHER,lead,Aalborg University Hospital,Health care Institution
1120,7785239,NCT05002998,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
1121,8126177,NCT03120221,OTHER,lead,Clalit Health Services,Other
1122,7784514,NCT03986593,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
1123,7784515,NCT03986593,OTHER,collaborator,University of Sao Paulo General Hospital,Health care Institution
1124,8077101,NCT03535090,OTHER,lead,Piotr Miskiewicz,Other
1125,7786106,NCT05334771,OTHER,lead,Assiut University,University
1126,7806752,NCT00800358,OTHER_GOV,lead,"Penang Hospital, Malaysia",Health care Institution
1127,7806753,NCT00800358,OTHER_GOV,collaborator,"Ministry of Health, Malaysia",Other
1128,7785418,NCT04542278,OTHER,lead,"University of Wisconsin, Madison",University
1129,7786169,NCT05334069,OTHER,lead,Alliance for Clinical Trials in Oncology,Other
1130,7786170,NCT05334069,NIH,collaborator,National Cancer Institute (NCI),Government Agency
