,PMID,Chemical
2754,29688762,antithyroid agents)
2754,29688762,iodine radioisotopes)
2755,32372175,"biomarkers, tumor)"
2755,32372175,"foxa1 protein, human)"
2755,32372175,hepatocyte nuclear factor 3-alpha)
2755,32372175,"thyroid cancer, medullary"
2756,29890543,"biomarkers, tumor)"
2756,29890543,neoplasm proteins)
2757,30891786,iodine)
2759,29459556,blood glucose)
2759,29459556,hla-dq beta-chains)
2759,29459556,hla-dqb1 antigen)
2760,31770674,iodine)
2761,30237505,biomarkers)
2761,30237505,vitamin d)
2761,30237505,phosphorus)
2761,30237505,25-hydroxyvitamin d)
2761,30237505,alkaline phosphatase)
2761,30237505,resveratrol)
2761,30237505,calcium)
2762,31835129,biomarkers)
2762,31835129,trace elements)
2762,31835129,copper)
2762,31835129,selenium)
2762,31835129,zinc)
2762,31835129,thyroxine)
2763,30111822,blood glucose)
2763,30111822,"rna, ribosomal, 16s)"
2764,29808165,proto-oncogene proteins b-raf)
2766,30953492,antiviral agents)
2766,30953492,interferon-alpha)
2766,30953492,recombinant proteins)
2766,30953492,polyethylene glycols)
2766,30953492,ribavirin)
2766,30953492,peginterferon alfa-2a)
2770,30955264,"braf protein, human)"
2770,30955264,proto-oncogene proteins b-raf)
2771,29079441,ompf protein)
2771,29079441,porins)
2771,29079441,"receptors, thyrotropin)"
2771,29079441,tissue extracts)
2774,30874808,blood glucose)
2774,30874808,"cholesterol, hdl)"
2774,30874808,insulin)
2774,30874808,triglycerides)
2774,30874808,thyrotropin)
2774,30874808,c-reactive protein)
2774,30874808,alanine transaminase)
2774,30874808,thyroxine)
2775,30784009,oxygen)
2781,30264384,technetium tc 99m sestamibi)
2782,29380231,glucocorticoids)
2782,29380231,tamoxifen)
2785,31355250,calcium)
2786,30260174,"igf1 protein, human)"
2786,30260174,human growth hormone)
2786,30260174,insulin-like growth factor i)
2787,29504626,biomarkers)
2787,29504626,iodine radioisotopes)
2789,31821747,b7-h1 antigen)
2789,31821747,"biomarkers, tumor)"
2789,31821747,"cd274 protein, human)"
2789,31821747,"braf protein, human)"
2789,31821747,proto-oncogene proteins b-raf)
2790,31914295,melatonin)
2792,30988274,"rna, circular)"
2792,30988274,rna)
2792,30988274,ec 3.1.
2795,30218312,thyroid hormones)
2795,30218312,iodine)
2796,29582344,thyrotropin)
2796,29582344,thyroxine)
2797,29022276,thyrotropin)
2798,30740757,radiopharmaceuticals)
2798,30740757,fluorodeoxyglucose f18)
2799,31703968,contrast media)
2799,31703968,papillary thyroid microcarcinoma
2800,31918249,"biomarkers, tumor)"
2800,31918249,hbme-1 antigen)
2802,30267376,thyrotropin)
2802,30267376,iodine)
2805,30058426,apolipoproteins a)
2805,30058426,"biomarkers, tumor)"
2805,30058426,complement c3)
2805,30058426,apolipoprotein a-iv)
2806,29698806,"dicer1 protein, human)"
2806,29698806,ribonuclease iii)
2806,29698806,dead-box rna helicases)
2807,29536247,indocyanine green)
2808,29164514,autoantibodies)
2808,29164514,anti-thyroglobulin)
2808,29164514,thyrotropin)
2808,29164514,iodine)
2808,29164514,iodide peroxidase)
2808,29164514,papillary thyroid microcarcinoma
2810,29438906,"fgf19 protein, human)"
2810,29438906,"klb protein, human)"
2810,29438906,membrane proteins)
2810,29438906,fibroblast growth factors)
2810,29438906,"fgfr4 protein, human)"
2810,29438906,"receptor, fibroblast growth factor, type 4)"
2810,29438906,klotho proteins)
2812,31841457,endocrine disruptors)
2812,31841457,environmental pollutants)
2812,31841457,iodine radioisotopes)
2814,29340973,biomarkers)
2814,29340973,thyrotropin)
2816,30681614,thyroid hormones)
2816,30681614,thyrotropin)
2816,30681614,thyroxine)
2821,31365889,metals)
2821,31365889,trace elements)
2822,30953130,"dicer1 protein, human)"
2822,30953130,ribonuclease iii)
2822,30953130,dead-box rna helicases)
2823,29474644,"dicer1 protein, human)"
2823,29474644,ribonuclease iii)
2823,29474644,dead-box rna helicases)
2826,31699952,thyroxine)
2827,29641740,"biomarkers, tumor)"
2827,29641740,"kcnip3 protein, human)"
2827,29641740,kv channel-interacting proteins)
2827,29641740,"rna, messenger)"
2827,29641740,repressor proteins)
2829,30997493,micronutrients)
2829,30997493,vitamin a)
2829,30997493,folic acid)
2829,30997493,iodine)
2829,30997493,iron)
2831,31323353,parathyroid hormone)
2831,31323353,calcium)
2832,30973063,autoantibodies)
2832,30973063,"receptors, thyrotropin)"
2832,30973063,"hypothyroidism, autoimmune"
2833,30772970,iodine)
2834,30963819,cytokines)
2834,30963819,lysophospholipids)
2834,30963819,"s1pr1 protein, mouse)"
2834,30963819,stat3 transcription factor)
2834,30963819,sphingosine-1-phosphate receptors)
2834,30963819,sphingosine 1-phosphate)
2834,30963819,ec 2.7.1.
2834,30963819,janus kinase 2)
2834,30963819,tor serine-threonine kinases)
2834,30963819,fingolimod hydrochloride)
2834,30963819,sphingosine)
2835,29650436,"sodium chloride, dietary)"
2835,29650436,iodized salt)
2835,29650436,thyrotropin)
2835,29650436,iodine)
2838,30472362,carbon)
2839,30443770,"foxp3 protein, human)"
2839,30443770,forkhead transcription factors)
2839,30443770,"lrrc32 protein, human)"
2839,30443770,membrane proteins)
2841,28875268,autoantibodies)
2842,29170092,hsp27 heat-shock proteins)
2842,29170092,hsp70 heat-shock proteins)
2842,29170092,krit1 protein)
2842,29170092,nf-e2-related factor 2)
2842,29170092,"nfe2l2 protein, mouse)"
2842,29170092,pyruvaldehyde)
2842,29170092,lactoylglutathione lyase)
2843,30747408,"biomarkers, tumor)"
2843,30747408,viral proteins)
2843,30747408,"terminal protein, bacillus phage nf)"
2844,31619220,"biomarkers, tumor)"
2844,31619220,carcinoembryonic antigen)
2844,31619220,calcitonin)
2844,31619220,"thyroid cancer, medullary"
2845,31135104,"biomarkers, tumor)"
2845,31135104,blood proteins)
2845,31135104,galectin 3)
2845,31135104,galectins)
2845,31135104,hbme-1 antigen)
2845,31135104,"lgals3 protein, human)"
2845,31135104,"braf protein, human)"
2845,31135104,proto-oncogene proteins b-raf)
2845,31135104,"thyroid cancer, medullary"
2846,29043574,"antibodies, monoclonal)"
2846,29043574,"antibodies, monoclonal, humanized)"
2846,29043574,antineoplastic agents)
2846,29043574,ctla-4 antigen)
2846,29043574,"ctla4 protein, human)"
2846,29043574,"pdcd1 protein, human)"
2846,29043574,programmed cell death 1 receptor)
2846,29043574,nivolumab)
2846,29043574,pembrolizumab)
2847,30673079,thyrotropin)
2848,30684524,"biomarkers, tumor)"
2848,30684524,"mirn10 microrna, human)"
2848,30684524,"mirn34 microrna, human)"
2848,30684524,"mirn346 microrna, human)"
2848,30684524,micrornas)
2849,30509240,"biomarkers, tumor)"
2849,30509240,"mmp9 protein, human)"
2849,30509240,matrix metalloproteinase 9)
2850,31784815,"sodium chloride, dietary)"
2850,31784815,iodized salt)
2850,31784815,iodine)
2853,31182340,"antineoplastic agents, immunological)"
2853,31182340,b7-h1 antigen)
2853,31182340,"pdcd1 protein, human)"
2853,31182340,programmed cell death 1 receptor)
2853,31182340,interferon-gamma)
2855,35288841,"dicer1 protein, human)"
2855,35288841,ribonuclease iii)
2855,35288841,dead-box rna helicases)
2858,34417736,"antibodies, monoclonal, humanized)"
2858,34417736,"receptor, igf type 1)"
2858,34417736,teprotumumab)
2860,34792795,covid-19 vaccines)
2862,34670889,thyroglobulin)
2864,34342859,covid-19 vaccines)
2871,34688699,"antibodies, monoclonal, humanized)"
2871,34688699,teprotumumab)
2872,35604842,thyroxine)
2873,34915750,iodides)
2873,34915750,thyroid hormones)
2873,34915750,hydrogen peroxide)
2873,34915750,iodide peroxidase)
2875,35469855,halogenated diphenyl ethers)
2876,34661561,iodine radioisotopes)
2876,34661561,iodine-131)
2876,34661561,thyroglobulin)
2878,34405392,"ccnd1 protein, human)"
2878,34405392,"cdkn1a protein, human)"
2878,34405392,cyclin-dependent kinase inhibitor p21)
2878,34405392,cyclin d1)
2878,34405392,complement system proteins)
2883,35331216,papillary thyroid microcarcinoma
2884,34980104,perchlorates)
2884,34980104,thyrotropin)
2884,34980104,iodine)
2885,35436270,glycated hemoglobin a)
2885,35436270,thyrotropin)
2887,35713446,biomarkers)
2887,35713446,ec 3.6.1.
2887,35713446,katanin)
2891,35048575,iodine radioisotopes)
2892,35144345,antithyroid agents)
2896,35224612,covid-19 vaccines)
2898,35013249,iodides)
2898,35013249,"tg protein, human)"
2898,35013249,thyroid hormones)
2898,35013249,triiodothyronine)
2898,35013249,thyroglobulin)
2898,35013249,iodine)
2898,35013249,thyroxine)
2899,35037871,lithium)
2900,34787691,iodine radioisotopes)
2901,33832185,nucleotides)
2901,33832185,thyroglobulin)
2902,35235281,iodine radioisotopes)
2902,35235281,thyrotropin)
2902,35235281,thyroxine)
2903,34538846,immunoglobulin g)
2905,33226264,micronutrients)
2905,33226264,iodine)
2907,34293786,"antibodies, monoclonal, humanized)"
2907,34293786,glucocorticoids)
2907,34293786,"immunoglobulins, thyroid-stimulating)"
2907,34293786,tocilizumab)
2908,35264385,antithyroid agents)
2908,35264385,"immunoglobulins, thyroid-stimulating)"
2913,32975863,glucocorticoids)
2913,32975863,rituximab)
2914,34345941,membrane transport proteins)
2914,34345941,"slc26a4 protein, human)"
2914,34345941,sulfate transporters)
2914,34345941,"deafness, autosomal recessive 4"
2914,34345941,nonsyndromic deafness
2914,34345941,pendred syndrome
2918,35226748,thyroid hormones)
2918,35226748,thyroxine)
2918,35226748,"hypothyroidism, autoimmune"
2920,33525898,"antibodies, monoclonal, humanized)"
2920,33525898,teprotumumab)
2921,35684009,"sodium chloride, dietary)"
2921,35684009,iodine)
2922,35709102,"antibodies, monoclonal)"
2922,35709102,rituximab)
2923,35614620,cytokines)
2924,35230257,iodine radioisotopes)
2925,35422184,"antibodies, monoclonal, humanized)"
2925,35422184,tocilizumab)
2926,35466606,hydroxymethylglutaryl-coa reductase inhibitors)
2926,35466606,selenium)
2927,35287535,antithyroid agents)
2927,35287535,iodine radioisotopes)
2927,35287535,"receptors, thyrotropin)"
2928,33908335,antithyroid agents)
2931,34954838,antithyroid agents)
2931,34954838,iodine radioisotopes)
2935,35315985,disulfides)
2935,35315985,sulfhydryl compounds)
2938,33579690,"antibodies, monoclonal, humanized)"
2938,33579690,teprotumumab)
2939,34687316,antithyroid agents)
2939,34687316,"immunoglobulins, thyroid-stimulating)"
2939,34687316,immunologic factors)
2939,34687316,rituximab)
2939,34687316,propylthiouracil)
2942,35600602,"immunoglobulins, thyroid-stimulating)"
2942,35600602,iodine radioisotopes)
2942,35600602,thyrotropin)
2942,35600602,thyroxine)
2943,35488761,iodine radioisotopes)
2944,35015288,covid-19 vaccines)
2944,35015288,"vaccines, synthetic)"
2944,35015288,mrna vaccine)
2944,35015288,mrna vaccines)
2944,35015288,bnt162 vaccine)
2946,35381100,antithyroid agents)
2948,35100622,covid-19 vaccines)
2948,35100622,bnt162 vaccine)
2951,34996091,autoantibodies)
2952,35580958,iodine radioisotopes)
2953,32912014,anti-bacterial agents)
2953,32912014,doxycycline)
2954,35130567,thyroid hormone receptors beta)
2954,35130567,triiodothyronine)
2954,35130567,thyrotropin)
2954,35130567,thyroxine)
2955,35662442,antithyroid agents)
2955,35662442,iodine radioisotopes)
2956,35069441,"immunoglobulins, thyroid-stimulating)"
2956,35069441,thyrotropin-binding inhibitory immunoglobulin)
2957,34637160,antithyroid agents)
2957,34637160,propylthiouracil)
2959,35039921,parathyroid hormone)
2962,33884704,antibodies)
2962,33884704,antithyroid agents)
2963,34515780,methimazole)
2964,35418378,"antibodies, monoclonal, humanized)"
2964,35418378,teprotumumab)
2965,35413468,bnt162 vaccine)
2969,35504602,immunoglobulin g)
2969,35504602,"thyroiditis, chronic"
2971,35168232,methimazole)
2971,35168232,acetazolamide)
2973,34983925,"antibodies, monoclonal, humanized)"
2973,34983925,teprotumumab)
2974,35488596,glucocorticoids)
2975,34895729,adrenal cortex hormones)
2976,35119087,fluorocholine)
2976,35119087,technetium tc 99m sestamibi)
2976,35119087,choline)
2977,35651979,covid-19 vaccines)
2977,35651979,"immunoglobulins, thyroid-stimulating)"
2977,35651979,viral vaccines)
2977,35651979,thyrotropin)
2979,35403994,"antibodies, monoclonal, humanized)"
2979,35403994,glucocorticoids)
2979,35403994,teprotumumab)
2981,35734176,iodine radioisotopes)
2982,35320248,glucocorticoids)
2983,35112273,thyroid hormones)
2986,35707463,cytokines)
2986,35707463,"rna, small interfering)"
2988,35103895,antithyroid agents)
2990,35175298,"antibodies, monoclonal, humanized)"
2990,35175298,steroids)
2990,35175298,methylprednisolone)
2990,35175298,teprotumumab)
2991,34752624,"immunoglobulins, thyroid-stimulating)"
2992,35275968,autoantibodies)
2992,35275968,iodine radioisotopes)
2995,32017356,"sodium chloride, dietary)"
2995,32017356,iodine)
2996,35037368,rituximab)
2998,33865565,iodine radioisotopes)
2998,33865565,iodine-131)
2999,35182078,interleukins)
2999,35182078,"interleukin 39, human)"
2999,35182078,triiodothyronine)
3005,35482336,"antibodies, monoclonal, humanized)"
3005,35482336,teprotumumab)
3006,35628410,transforming growth factor beta)
3007,35528009,autoantibodies)
3009,34970859,methimazole)
3010,33172865,"antibodies, monoclonal, humanized)"
3010,33172865,teprotumumab)
3011,34920294,membrane glycoproteins)
3011,34920294,"pdpn protein, human)"
3011,34920294,cyclin d1)
3013,35489725,cell-free nucleic acids)
3014,35500236,"antibodies, monoclonal, humanized)"
3014,35500236,teprotumumab)
3015,35675824,autoantibodies)
3016,34374618,autoantibodies)
3016,34374618,immunoglobulin a)
3016,34374618,gliadin)
3016,34374618,transglutaminases)
3017,34183792,"antibodies, monoclonal, humanized)"
3017,34183792,teprotumumab)
3018,34874894,biomarkers)
3018,34874894,"immunoglobulins, thyroid-stimulating)"
3018,34874894,thyrotropin-binding inhibitory immunoglobulin)
3018,34874894,diiodotyrosine)
3018,34874894,thyrotropin)
3018,34874894,monoiodotyrosine)
3018,34874894,thyroxine)
3019,32965148,"antibodies, monoclonal, humanized)"
3019,32965148,immunologic factors)
3019,32965148,steroids)
3019,32965148,rituximab)
3019,32965148,tocilizumab)
3021,35442371,cdx2 transcription factor)
3021,35442371,"cdx2 protein, human)"
3021,35442371,"wnt3a protein, human)"
3021,35442371,wnt3a protein)
3021,35442371,beta catenin)
3022,35108585,transforming growth factor beta)
3022,35108585,"botulinum toxins, type a)"
3025,34193409,wnt proteins)
3025,34193409,beta catenin)
3025,34193409,cyclin d1)
3026,34799942,"il-38 protein, human)"
3026,34799942,interleukins)
3026,34799942,c-reactive protein)
3029,34933777,cytokines)
3031,35522861,ctla-4 antigen)
3031,35522861,"ctla4 protein, human)"
3031,35522861,cytokines)
3031,35522861,interleukin-17)
3031,35522861,interleukin-23)
3033,35235663,covid-19 vaccines)
3033,35235663,"vaccines, synthetic)"
3033,35235663,mrna vaccine)
3034,35145479,glucocorticoids)
3034,35145479,immunologic factors)
3034,35145479,rituximab)
3038,35381687,antithyroid agents)
3041,35624535,antithyroid agents)
3041,35624535,calcium)
3042,34788857,"antibodies, monoclonal, humanized)"
3042,34788857,"receptors, thyrotropin)"
3042,34788857,thyrotropin)
3042,34788857,hyaluronic acid)
3042,34788857,"receptor, igf type 1)"
3042,34788857,teprotumumab)
3043,35273577,"il11 protein, human)"
3043,35273577,interleukin-11)
3044,35018442,vitamins)
3044,35018442,vitamin d)
3044,35018442,cholecalciferol)
3045,35663306,anti-inflammatory agents)
3045,35663306,artemisinins)
3045,35663306,transforming growth factor beta1)
3045,35663306,artenimol)
3045,35663306,hyaluronic acid)
3046,34324163,autoantibodies)
3046,34324163,"immunoglobulins, thyroid-stimulating)"
3046,34324163,"receptors, thyrotropin)"
3046,34324163,thyroid hormones)
3047,35429598,oligopeptides)
3047,35429598,"receptors, antigen, t-cell)"
3050,35066781,biomarkers)
3050,35066781,thyrotropin)
3051,35244288,antithyroid agents)
3051,35244288,autoantibodies)
3051,35244288,isotopes)
3051,35244288,"receptors, thyrotropin)"
3054,35220164,covid-19 vaccines)
3055,35563653,anti-inflammatory agents)
3055,35563653,transforming growth factor beta1)
3055,35563653,disulfiram)
3056,35307774,"dicer1 protein, human)"
3056,35307774,ribonuclease iii)
3056,35307774,dead-box rna helicases)
3057,35088381,antithyroid agents)
3057,35088381,thyroid hormones)
3057,35088381,methimazole)
3058,35295987,familial medullary thyroid carcinoma
3058,35295987,"thyroid cancer, medullary"
3059,35398834,glucocorticoids)
3061,34861792,gpi-linked proteins)
3061,34861792,intercellular signaling peptides and proteins)
3061,34861792,"ulbp2 protein, human)"
3063,35565939,antithyroid agents)
3063,35565939,thyrotropin)
3065,35615718,antilymphocyte serum)
3069,33103521,"ptpn22 protein, human)"
3069,33103521,"protein tyrosine phosphatase, non-receptor type 22)"
3071,35508893,iodine radioisotopes)
3071,35508893,iodine-131)
3074,35518570,"atg5 protein, human)"
3074,35518570,autophagy-related protein 5)
3075,34850456,autoantibodies)
3075,34850456,thyroid hormones)
3076,34605662,anti-inflammatory agents)
3076,34605662,lipids)
3076,34605662,"rna, messenger)"
3076,34605662,transcription factors)
3076,34605662,hyaluronic acid)
3076,34605662,"aldh2 protein, human)"
3076,34605662,"aldehyde dehydrogenase, mitochondrial)"
3076,34605662,disulfiram)
3078,35386700,autoantibodies)
3078,35386700,cytokines)
3079,34871593,biomarkers)
3079,34871593,"immunoglobulins, thyroid-stimulating)"
3079,34871593,"receptors, thyrotropin)"
3079,34871593,"tshr protein, human)"
3079,34871593,cyclic amp)
3079,34871593,ec 1.13.12.
3080,35509980,biomarkers)
3080,35509980,"foxp1 protein, human)"
3080,35509980,forkhead transcription factors)
3080,35509980,"rna, long noncoding)"
