,PMID,Publication_type
3603,30409157,review
3604,30457413,case reports
3605,30457413,letter
3606,30339291,journal article
3607,29325052,journal article
3608,29325052,"research support, non-u.s. gov't"
3609,30760283,journal article
3610,31655515,journal article
3611,31323889,journal article
3612,29532142,journal article
3613,30880636,journal article
3614,30880636,"research support, non-u.s. gov't"
3615,31715677,journal article
3616,29306930,comparative study
3617,29306930,journal article
3618,30649410,journal article
3619,30649410,"research support, non-u.s. gov't"
3620,30383500,journal article
3621,28569050,journal article
3622,31862328,case reports
3623,31862328,letter
3624,30302663,journal article
3625,32397019,comparative study
3626,32397019,journal article
3627,29595868,journal article
3628,29450866,journal article
3629,29450866,randomized controlled trial
3630,29771881,journal article
3631,31408495,clinical trial
3632,31408495,journal article
3633,31408495,multicenter study
3634,31408495,"research support, non-u.s. gov't"
3635,30485487,journal article
3636,30561709,comment
3637,30561709,letter
3638,30178436,letter
3639,30540214,journal article
3640,31192951,journal article
3641,30193739,comment
3642,30193739,letter
3643,31646433,journal article
3644,31586293,journal article
3645,31586293,randomized controlled trial
3646,30334140,journal article
3647,30334140,observational study
3648,30334140,"research support, non-u.s. gov't"
3649,31137051,journal article
3650,31849350,case reports
3651,31849350,journal article
3652,31207654,journal article
3653,29315037,case reports
3654,29315037,journal article
3655,31274513,case reports
3656,31274513,journal article
3657,30566642,comment
3658,30566642,letter
3659,30566642,"research support, n.i.h., extramural"
3660,30369298,journal article
3661,30369298,"research support, non-u.s. gov't"
3662,30741891,journal article
3663,30194634,journal article
3664,30194634,systematic review
3665,31536167,comparative study
3666,31536167,journal article
3667,30724266,journal article
3668,30843012,journal article
3669,31415960,journal article
3670,31415960,"research support, non-u.s. gov't"
3671,29759035,case reports
3672,29759035,journal article
3673,29759035,"research support, n.i.h., extramural"
3674,29759035,"research support, non-u.s. gov't"
3675,30135996,journal article
3676,29066572,journal article
3677,29332250,journal article
3678,29040161,journal article
3679,30753531,journal article
3680,31412224,journal article
3681,31412224,meta-analysis
3682,31412224,systematic review
3683,30696398,case reports
3684,30696398,journal article
3685,31727496,journal article
3686,28766837,case reports
3687,28766837,journal article
3688,28328557,journal article
3689,29660100,evaluation study
3690,29660100,journal article
3691,29660100,"research support, non-u.s. gov't"
3692,30387079,journal article
3693,30387079,meta-analysis
3694,29710102,journal article
3695,29710102,"research support, non-u.s. gov't"
3696,31237847,journal article
3697,31201593,journal article
3698,30560608,case reports
3699,30560608,journal article
3700,29851756,journal article
3701,29546048,journal article
3702,29590674,journal article
3703,30217613,journal article
3704,30217607,journal article
3705,31641884,journal article
3706,31641884,observational study
3707,30862763,clinical trial
3708,30862763,journal article
3709,31340806,journal article
3710,31340806,meta-analysis
3711,31340806,systematic review
3712,31023276,comparative study
3713,31023276,journal article
3714,31023276,observational study
3715,30132285,journal article
3716,30049435,journal article
3717,30696370,journal article
3718,30696370,"research support, non-u.s. gov't"
3719,31622299,journal article
3720,30813185,case reports
3721,30813185,journal article
3722,29352286,journal article
3723,29352286,"research support, non-u.s. gov't"
3724,30767621,journal article
3725,30767621,"research support, non-u.s. gov't"
3726,29649988,journal article
3727,30119792,journal article
3728,30119792,observational study
3729,31285569,journal article
3730,31309667,journal article
3731,29924048,journal article
3732,29924048,observational study
3733,30483883,journal article
3734,31094460,journal article
3735,30197184,case reports
3736,30197184,journal article
3737,29183262,journal article
3738,30719623,letter
3739,30737677,journal article
3740,30737677,"research support, non-u.s. gov't"
3741,31170960,journal article
3742,31170960,meta-analysis
3743,31933295,comparative study
3744,31933295,journal article
3745,31514388,journal article
3746,30110704,case reports
3747,30110704,journal article
3748,29354016,comment
3749,29354016,letter
3750,29943563,case reports
3751,29788090,journal article
3752,29788090,"research support, n.i.h., extramural"
3753,29336235,case reports
3754,29336235,letter
3755,29336235,"research support, non-u.s. gov't"
3756,30092670,journal article
3757,30092670,"research support, non-u.s. gov't"
3758,30783963,journal article
3759,30783963,"research support, non-u.s. gov't"
3760,30690623,journal article
3761,30690623,"research support, non-u.s. gov't"
3762,27659020,journal article
3763,31628340,journal article
3764,31628340,"research support, non-u.s. gov't"
3765,29032778,journal article
3766,31411490,comparative study
3767,31411490,journal article
3768,31411490,retracted publication
3769,31028051,case reports
3770,31028051,journal article
3771,31081102,journal article
3772,30621642,case reports
3773,30621642,journal article
3774,31347001,journal article
3775,31347001,meta-analysis
3776,31412229,journal article
3777,31696306,journal article
3778,30446693,journal article
3779,30446693,"research support, non-u.s. gov't"
3780,30369343,journal article
3781,30710486,journal article
3782,30758317,case reports
3783,30758317,journal article
3784,29650691,journal article
3785,30040910,case reports
3786,30040910,journal article
3787,30431723,journal article
3788,31420436,case reports
3789,31420436,journal article
3790,30515705,journal article
3791,30246700,case reports
3792,30246700,journal article
3793,30484383,case reports
3794,30484383,journal article
3795,30865530,journal article
3796,31565879,journal article
3797,31233522,journal article
3798,30667296,comparative study
3799,30667296,journal article
3800,30667296,multicenter study
3801,30667296,"research support, non-u.s. gov't"
3802,30392997,journal article
3803,30392997,observational study
3804,31677639,journal article
3805,31677639,"research support, non-u.s. gov't"
3806,31065775,journal article
3807,31065775,observational study
3808,31065775,"research support, non-u.s. gov't"
3809,31860407,journal article
3810,31860407,randomized controlled trial
3811,31860407,"research support, non-u.s. gov't"
3812,30814438,journal article
3813,29768627,journal article
3814,28937496,journal article
3815,29198022,journal article
3816,30890403,journal article
3817,30834273,clinical trial
3818,30834273,journal article
3819,30834273,multicenter study
3820,29722836,journal article
3821,29722836,"research support, non-u.s. gov't"
3822,30593716,journal article
3823,30593716,observational study
3824,30577987,comparative study
3825,30577987,journal article
3826,31691654,journal article
3827,29363626,case reports
3828,29363626,letter
3829,29664539,case reports
3830,30701793,journal article
3831,29446011,journal article
3832,31377762,journal article
3833,29915201,comparative study
3834,29915201,journal article
3835,29915201,"research support, non-u.s. gov't"
3836,29946800,journal article
3837,29946800,observational study
3838,31841476,journal article
3839,29937466,case reports
3840,29937466,journal article
3841,29940879,journal article
3842,29334119,comparative study
3843,29334119,journal article
3844,30844912,journal article
3845,31660895,journal article
3846,31810448,historical article
3847,31810448,journal article
3848,29556769,journal article
3849,29556769,observational study
3850,31192565,journal article
3851,30219088,clinical trial protocol
3852,30219088,comparative study
3853,30219088,journal article
3854,31556494,case reports
3855,31556494,journal article
3856,31171533,case reports
3857,31171533,journal article
3858,31312298,case reports
3859,30885146,evaluation study
3860,30885146,journal article
3861,28656526,journal article
3862,29026936,comparative study
3863,29026936,journal article
3864,29026936,randomized controlled trial
3865,29983514,journal article
3866,30572375,comparative study
3867,30572375,journal article
3868,28832090,case reports
3869,28832090,journal article
3870,29764405,comparative study
3871,29764405,journal article
3872,29764405,multicenter study
3873,29319381,journal article
3874,29787340,journal article
3875,30152853,case reports
3876,30531678,case reports
3877,30531678,journal article
3878,30520181,case reports
3879,30520181,letter
3880,30537449,case reports
3881,30537449,journal article
3882,29708883,case reports
3883,29708883,journal article
3884,29927883,case reports
3885,29927883,journal article
3886,30458118,case reports
3887,30458118,journal article
3888,28992728,case reports
3889,28992728,journal article
3890,30552815,case reports
3891,30552815,letter
3892,30224619,case reports
3893,30224619,journal article
3894,29409479,case reports
3895,29409479,journal article
3896,29307098,case reports
3897,29307098,journal article
3898,29905554,journal article
3899,29786585,journal article
3900,30746700,journal article
3901,30746700,meta-analysis
3902,30746700,"research support, non-u.s. gov't"
3903,30746700,systematic review
3904,31785218,journal article
3905,31484015,case reports
3906,31484015,journal article
3907,30413358,journal article
